customer_id,age,income,tenure,city,churn
78,61,45895.85384744047,79,Istanbul,0
79,78,79463.7945049235,50,Ankara,0
80,25,47041.674937197145,67,Bursa,1
81,64,31609.204937028462,49,Izmir,0
82,52,50624.97900688074,36,Izmir,0
83,31,52671.926386415966,68,Istanbul,0
84,34,50534.53189775684,78,Izmir,0
85,53,61995.36833877811,105,Istanbul,1
86,67,51035.0826703855,41,Izmir,0
87,57,61530.912382209935,89,Ankara,0
88,21,38294.84968913427,119,Istanbul,0
89,19,76710.94157217834,62,Istanbul,0
90,79,53787.19682515378,114,Ankara,0
91,23,56003.284556105566,10,Istanbul,1
92,71,38232.321592800465,21,Izmir,1
93,59,57077.40486899594,36,Izmir,0
94,21,59765.97585005456,12,Istanbul,0
95,71,32453.47349262365,91,Izmir,1
96,46,25113.62617418515,104,Bursa,1
97,35,54404.990354141984,2,Istanbul,0
98,43,42668.45264816701,118,Ankara,0
99,61,53898.82203703594,13,Bursa,0
100,51,30634.458936528274,53,Istanbul,1
101,27,26592.41128425994,32,Ankara,1
102,79,53100.34194501615,95,Izmir,0
103,53,44753.243585647215,16,Ankara,0
104,31,18339.507182747322,32,Bursa,1
105,48,70146.48227161594,32,Izmir,1
106,65,30385.14397724364,98,Istanbul,1
107,32,88599.87428165649,11,Izmir,1
108,25,40639.74906667132,10,Istanbul,0
109,31,56023.40852188998,15,Istanbul,0
110,40,74704.23515580778,17,Ankara,0
111,77,72191.50891743237,40,Ankara,0
112,74,79792.04609340325,18,Ankara,0
113,79,27153.856416794704,55,Bursa,1
114,57,32962.01753739129,73,Bursa,0
115,38,53389.95911141045,25,Ankara,1
116,33,62596.21156846571,104,Bursa,0
117,62,49831.58834930543,59,Izmir,1
118,35,25430.089464299166,78,Izmir,0
119,64,57448.67238447199,89,Bursa,0
120,70,47086.22917648948,114,Bursa,0
121,41,46906.415615662,22,Izmir,0
122,43,15830.743732841642,116,Istanbul,1
123,42,61962.26306717472,30,Izmir,1
124,77,52178.060904281876,84,Izmir,0
125,77,76927.46834958445,85,Bursa,0
126,77,48882.38530203241,44,Izmir,0
127,62,58495.10195778534,32,Bursa,0
128,58,62477.272641578944,51,Bursa,1
129,46,23807.57662008213,46,Ankara,1
130,32,89250.4991990239,113,Izmir,0
131,62,43538.11418116075,21,Istanbul,1
132,18,57418.49903213727,99,Ankara,0
133,42,59608.73010423727,32,Bursa,1
134,24,37778.23808014554,94,Bursa,0
135,26,77704.70497171405,119,Istanbul,1
136,41,53989.32904031649,39,Bursa,1
137,18,46797.91044638999,113,Izmir,0
138,61,52077.61943582664,12,Ankara,1
139,25,61463.78297913535,105,Bursa,0
140,41,50161.9724721455,47,Bursa,0
141,28,63228.948655748594,18,Istanbul,0
142,68,24726.91791548391,21,Izmir,1
143,34,38780.45015260264,13,Bursa,1
144,25,17917.99527786027,21,Istanbul,1
145,52,79955.12235264419,8,Bursa,1
146,52,79759.88191527402,46,Istanbul,0
147,50,59399.24101299477,104,Istanbul,1
148,76,34810.72893630453,110,Izmir,0
149,22,85848.17408327485,7,Bursa,0
150,59,40933.78282802432,23,Izmir,0
151,56,46801.89309642254,108,Istanbul,1
152,75,52393.00108596084,96,Ankara,1
153,58,56772.73913028454,75,Bursa,0
154,45,59657.03902556478,86,Ankara,0
155,24,60259.424562116765,22,Bursa,1
156,26,47832.13871969143,107,Izmir,0
157,25,60021.51427635069,89,Izmir,1
158,29,47161.88510756484,22,Izmir,1
159,51,58689.55155308331,92,Izmir,0
160,50,57459.37666746163,29,Izmir,0
161,65,61442.709361971814,13,Ankara,1
162,72,59569.50048531448,82,Izmir,1
163,40,43363.51437633054,2,Istanbul,0
164,79,56880.65257338519,29,Istanbul,1
165,41,59800.996068723296,85,Ankara,0
166,54,30633.134165769414,79,Bursa,0
167,52,45889.33464153456,52,Istanbul,1
168,61,59121.708368275,27,Bursa,1
169,57,75639.38742094433,50,Ankara,0
170,39,62373.50279193101,95,Bursa,1
171,44,76585.66980466394,79,Bursa,0
172,52,44024.39914734577,115,Bursa,0
173,18,53752.85738371465,23,Bursa,0
174,52,62086.02949289177,88,Ankara,1
175,54,15104.724297503344,44,Istanbul,0
176,64,72662.0482717179,77,Izmir,0
177,31,22086.3517871803,22,Bursa,0
178,20,64954.101024176045,43,Istanbul,1
179,18,60302.47685813969,37,Istanbul,0
180,22,14906.104962276702,61,Ankara,1
181,43,15664.081146005039,97,Istanbul,0
182,72,71487.22876178758,56,Ankara,0
183,31,68220.83089529822,3,Bursa,0
184,56,36787.04533267609,63,Bursa,1
185,44,36771.816574339035,118,Izmir,1
186,26,57689.07458564331,19,Izmir,0
187,32,49808.83774267448,23,Izmir,0
188,32,65815.92823773672,29,Istanbul,0
189,43,57193.7138664963,30,Bursa,0
190,59,73745.46190934803,39,Ankara,0
191,77,64551.1666687059,108,Izmir,0
192,30,60811.59573710866,111,Ankara,0
193,68,44718.12919544489,25,Ankara,0
194,49,43620.18148757233,101,Izmir,0
195,56,49223.61522942049,111,Bursa,1
196,66,77614.14604905812,8,Izmir,0
197,69,43905.87905915324,106,Ankara,0
198,78,53907.93480611024,58,Izmir,1
199,49,16327.95638439036,16,Ankara,0
200,21,60137.13095066121,72,Ankara,0
201,47,83857.9742163971,1,Izmir,0
202,54,35995.428361056125,108,Istanbul,0
203,40,97616.63205690138,5,Izmir,0
204,56,52733.6090698498,3,Istanbul,0
205,62,11406.031379234839,65,Ankara,1
206,32,44216.92640048133,4,Ankara,0
207,60,69956.57844903624,104,Istanbul,0
208,46,79989.75809374706,99,Ankara,0
209,53,60771.47822377525,96,Istanbul,0
210,30,73513.91631318451,64,Istanbul,0
211,49,32333.2168776147,106,Ankara,1
212,24,39796.07619209138,98,Bursa,0
213,76,24808.110769973144,107,Istanbul,0
214,68,40924.05386012145,89,Izmir,0
215,39,61428.784796534994,10,Izmir,0
216,45,53189.83643574529,21,Ankara,1
217,19,63017.735549947734,46,Bursa,0
218,59,35952.28973754895,103,Ankara,0
219,62,36867.124597822,91,Bursa,0
220,79,53069.15314287369,27,Istanbul,1
221,74,40960.28292042027,66,Istanbul,0
222,70,69527.73752240142,41,Istanbul,0
223,23,40588.716734337846,112,Istanbul,1
224,45,42569.1613560313,13,Izmir,1
225,45,56282.591208027305,9,Izmir,0
226,61,44160.677124087604,116,Ankara,0
227,61,31475.8340969388,36,Bursa,0
228,37,33509.66262751867,86,Istanbul,0
229,47,58066.489376104335,106,Istanbul,0
230,79,29619.327281569094,90,Bursa,0
231,28,70957.46641323216,58,Bursa,0
232,75,39644.010735473756,54,Ankara,0
233,72,59243.237254520915,12,Bursa,0
234,45,40543.810639555486,81,Istanbul,1
235,42,36271.37930005453,78,Istanbul,0
236,56,53691.55523435273,14,Istanbul,0
237,79,65776.7520052385,34,Istanbul,0
238,50,46289.48373709843,53,Istanbul,1
239,18,49017.839693638096,20,Ankara,0
240,74,62111.26041624202,75,Istanbul,0
241,44,62607.90875377334,16,Ankara,0
242,79,49422.62419970388,115,Istanbul,0
243,74,43347.801612720665,95,Izmir,0
244,69,51239.83939167547,119,Izmir,0
245,30,47136.327629174855,70,Izmir,0
246,58,54694.612277252774,56,Izmir,1
247,20,32085.94359731371,83,Ankara,0
248,56,54157.7236903812,101,Ankara,0
249,23,39225.44875743877,58,Bursa,1
250,25,63588.314172357546,4,Istanbul,0
251,44,39912.98225944227,111,Izmir,0
252,26,40173.35349213602,4,Ankara,0
253,79,56680.982366176104,20,Istanbul,0
254,54,50213.178332242955,10,Istanbul,1
255,50,84149.77439598256,24,Ankara,1
256,68,25560.460841686214,118,Izmir,0
257,59,51647.794204321166,99,Bursa,0
258,61,66944.74227458556,26,Istanbul,1
259,41,41325.29115609049,37,Bursa,1
260,32,36341.6323289018,102,Izmir,1
261,76,36937.030285305074,85,Izmir,0
262,71,25820.582305248732,54,Bursa,0
263,49,70245.56940966043,104,Izmir,1
264,49,45055.739872903876,103,Istanbul,0
265,41,43279.59290299654,21,Bursa,0
266,58,18138.528885047395,74,Izmir,0
267,69,28494.371413071727,38,Bursa,0
268,66,71980.8463327864,46,Istanbul,0
269,79,54546.58499150868,4,Izmir,0
270,66,67497.51244887659,60,Istanbul,1
271,75,65599.88659744745,57,Izmir,0
272,69,34990.695791405895,45,Ankara,1
273,29,86447.71592980954,20,Izmir,0
274,79,79245.98893401845,17,Bursa,0
275,56,41543.503368154474,119,Izmir,1
276,19,-3523.0794903982314,71,Istanbul,0
277,20,44652.01865083885,4,Istanbul,0
278,66,53574.44393182173,93,Izmir,0
279,54,41484.214478364636,14,Bursa,0
280,66,46677.16854972924,3,Ankara,1
281,73,37570.12945493308,88,Bursa,1
282,34,63824.52077530771,101,Ankara,0
283,76,50954.49860552833,80,Istanbul,0
284,66,64272.71094414431,58,Bursa,0
285,19,68333.05019311905,55,Ankara,1
286,19,17385.146538700297,116,Izmir,0
287,45,38442.166837488454,4,Istanbul,0
288,71,40639.56059539184,24,Izmir,0
289,40,88570.58539533174,34,Istanbul,0
290,54,52235.08050350486,30,Bursa,0
291,49,62188.40894544596,82,Bursa,1
292,50,21789.62346088233,19,Istanbul,0
293,18,52148.23178746282,31,Istanbul,0
294,36,64674.394731743865,60,Istanbul,1
295,79,62929.47627590234,60,Bursa,1
296,19,59350.99158374527,19,Ankara,0
297,70,50195.007597426884,49,Izmir,0
298,61,50923.52930938177,63,Izmir,0
299,43,24601.00737935316,110,Bursa,0
300,49,36492.00672219285,83,Izmir,0
301,23,53464.15934582245,22,Istanbul,0
302,49,39260.36289610692,24,Ankara,0
303,72,60332.57370549177,109,Izmir,1
304,21,57001.73825397294,76,Ankara,0
305,72,70510.5538208299,30,Istanbul,0
306,28,64373.80739228857,58,Izmir,0
307,73,53408.92113701852,102,Bursa,1
308,76,61219.706510928736,117,Ankara,1
309,34,65076.53243449484,31,Istanbul,1
310,55,42388.440711380266,100,Ankara,1
311,41,45060.03502520297,64,Izmir,1
312,22,48547.60943909884,19,Izmir,0
313,69,42867.04183753476,48,Bursa,0
314,51,65235.30417595226,45,Istanbul,0
315,23,40590.34187484044,100,Istanbul,1
316,39,68774.77207099737,94,Bursa,1
317,28,44495.40201679426,55,Bursa,0
318,65,57085.94964259037,113,Istanbul,0
319,33,52496.22723144333,55,Ankara,0
320,50,35360.302875625,97,Ankara,1
321,26,49701.654057638145,18,Bursa,0
322,77,55004.65297175896,63,Ankara,0
323,76,49035.60969334253,116,Istanbul,0
324,23,29859.401622405738,113,Izmir,0
325,33,75521.43865289257,92,Izmir,1
326,46,51315.49224292604,47,Ankara,0
327,20,38085.46137254717,75,Bursa,1
328,37,74311.52035200912,57,Bursa,0
329,77,59260.84714580488,118,Bursa,0
330,76,31997.450053975863,45,Bursa,0
331,53,34332.57880400182,33,Bursa,1
332,36,46664.07920168237,17,Ankara,0
333,43,54459.60468274733,70,Izmir,0
334,20,59341.99747195883,4,Izmir,0
335,36,64252.67719292852,20,Ankara,1
336,37,58093.58609600214,112,Bursa,0
337,49,70201.18967961494,47,Ankara,1
338,24,51901.897395207045,91,Izmir,0
339,69,38605.40929282667,15,Istanbul,0
340,58,49949.7369551154,70,Ankara,0
341,50,48965.29009481312,47,Bursa,0
342,57,11326.76855506262,78,Izmir,0
343,56,41579.49711356512,75,Izmir,0
344,35,54713.05599425676,103,Izmir,0
345,57,43636.76652182321,9,Izmir,1
346,18,40306.85957265501,90,Bursa,0
347,28,63670.64293706846,16,Istanbul,1
348,45,36251.81262836841,69,Izmir,0
349,74,60674.33975706234,116,Ankara,0
350,42,30008.83293817573,61,Istanbul,0
351,67,91411.42903589277,10,Izmir,0
352,40,46764.71709648114,50,Istanbul,0
353,48,45151.02066055916,3,Ankara,0
354,47,67145.98854334878,77,Izmir,0
355,59,43719.42738790327,107,Ankara,0
356,52,71823.91712488499,113,Bursa,1
357,24,55573.9074572979,94,Izmir,1
358,77,48224.03149180656,118,Izmir,0
359,33,46624.91144944437,109,Izmir,0
360,43,68113.88255645393,70,Izmir,0
361,65,53457.308219052546,81,Bursa,0
362,74,56484.63096786155,109,Izmir,0
363,69,58115.02808905443,51,Istanbul,0
364,77,51994.042778340365,117,Izmir,0
365,66,57798.08339524975,19,Bursa,0
366,19,48225.14865978514,42,Izmir,0
367,18,49252.87052260136,35,Istanbul,1
368,65,33213.27607959937,46,Bursa,1
369,79,54466.40376377596,26,Bursa,0
370,29,24206.884899316694,115,Istanbul,1
371,22,54253.37105916369,69,Istanbul,1
372,54,45790.75975752778,93,Istanbul,0
373,49,55618.77664176467,64,Istanbul,0
374,76,34267.57498877486,37,Istanbul,0
375,72,18209.639479420366,84,Bursa,1
376,26,44737.02039539691,49,Bursa,1
377,58,34311.30996714353,21,Izmir,0
378,52,23291.649751842764,74,Izmir,0
379,36,61519.749045418546,64,Ankara,0
380,65,74018.5734071306,5,Izmir,0
381,33,38045.72846338175,100,Izmir,0
382,20,48863.437591678194,70,Istanbul,1
383,37,45383.21574980282,90,Istanbul,0
384,41,40116.52367035695,4,Izmir,1
385,71,59956.05820832032,103,Ankara,1
386,73,65152.121906429275,39,Istanbul,1
387,50,36970.89216101594,114,Izmir,0
388,41,50671.503006423554,35,Izmir,0
389,69,69267.99550900841,1,Bursa,0
390,28,60335.54304822459,24,Ankara,0
391,66,62565.46157600733,57,Bursa,0
392,25,70519.77961163622,100,Ankara,0
393,53,70322.67758559875,70,Istanbul,0
394,55,65429.639454545984,41,Ankara,0
395,57,52174.06122171771,54,Izmir,0
396,37,44262.75473812862,46,Izmir,0
397,79,51552.16647969778,60,Ankara,1
398,52,41983.89970964947,108,Ankara,1
399,65,20712.696904839766,60,Ankara,0
400,79,45807.514012999396,57,Bursa,0
401,42,55362.89365755831,31,Ankara,0
402,52,41190.958733507316,84,Istanbul,0
403,42,47108.303191420884,24,Bursa,0
404,46,47689.449260499016,89,Bursa,1
405,35,70352.85161328333,36,Ankara,0
406,63,44608.440889626465,85,Istanbul,0
407,35,70349.50073275181,30,Bursa,0
408,19,9312.642622280393,24,Izmir,0
409,71,70217.83671993554,108,Bursa,0
410,52,69461.09172293937,106,Ankara,0
411,33,63533.820100837875,30,Istanbul,0
412,78,19821.229951943427,86,Ankara,0
413,58,65283.30492833722,92,Izmir,0
414,53,49248.212364871244,7,Izmir,0
415,50,12059.938401130094,35,Izmir,0
416,21,69472.66561752044,55,Ankara,1
417,50,71662.59617823453,92,Bursa,0
418,31,21432.31892202243,14,Ankara,0
419,38,52631.3161295017,10,Istanbul,0
420,65,70828.86682166274,80,Bursa,0
421,37,68452.4197018572,16,Izmir,0
422,73,62540.91576739286,54,Ankara,0
423,25,10291.206801537373,95,Izmir,1
424,24,60943.14149953721,106,Izmir,0
425,20,46728.44152439086,89,Istanbul,0
426,34,64937.86293077742,77,Bursa,0
427,50,53842.42187650737,70,Istanbul,1
428,65,49701.77584566703,44,Istanbul,0
429,29,59613.557741138546,73,Istanbul,0
430,76,47421.29943392363,45,Izmir,0
431,68,49635.84080162087,100,Istanbul,0
432,39,41671.64001306857,56,Istanbul,0
433,72,25918.865132231564,107,Bursa,0
434,39,58517.80210656907,84,Bursa,0
435,63,37909.54520494145,82,Istanbul,0
436,47,46988.122009388986,107,Bursa,0
437,55,54304.609376809,57,Bursa,0
438,55,18721.735346518417,21,Istanbul,1
439,62,22079.76644484765,68,Izmir,0
440,68,45503.92135086196,50,Istanbul,0
441,71,56818.452234494835,33,Bursa,0
442,25,61160.57405973742,91,Izmir,0
443,44,26130.282561861393,7,Ankara,1
444,44,59549.47226619223,70,Izmir,0
445,51,46323.95572525496,15,Bursa,0
446,38,36752.641323552845,82,Izmir,0
447,47,40271.72215910944,32,Istanbul,0
448,50,62027.8599806025,75,Ankara,0
449,45,54110.08677628357,20,Ankara,0
450,64,50754.59784132981,88,Ankara,0
451,50,53652.4360821185,15,Bursa,1
452,22,63921.4666492429,48,Bursa,0
453,77,48543.50648895015,71,Ankara,1
454,78,50814.78329681355,21,Izmir,1
455,65,67072.56110206708,42,Ankara,1
456,36,45026.20063605262,26,Izmir,0
457,21,59272.108929210226,108,Izmir,0
458,52,42444.43278990288,14,Bursa,1
459,66,43761.98987882323,57,Izmir,0
460,34,48439.25364800545,37,Ankara,0
461,61,57729.09279480148,58,Bursa,1
462,45,67912.72943826603,21,Istanbul,1
463,47,51448.178953081624,82,Istanbul,0
464,46,27502.446330146835,69,Bursa,0
465,63,59471.69440300907,3,Ankara,0
466,70,86807.63261218564,87,Istanbul,1
467,23,51630.032466010256,90,Istanbul,1
468,52,24368.48541230631,37,Izmir,0
469,77,52544.79334206277,88,Izmir,0
470,58,49954.81095224241,49,Ankara,1
471,54,48693.367349564156,19,Bursa,0
472,41,64181.14849965699,115,Ankara,0
473,46,70674.12179503587,89,Bursa,1
474,66,60253.78617801624,85,Istanbul,0
475,63,48004.128729933975,12,Izmir,0
476,70,66885.18176554445,61,Ankara,0
477,48,27592.55538178639,41,Ankara,0
478,52,39259.158188990084,33,Bursa,1
479,77,40930.58332097405,50,Bursa,0
480,50,49535.74028102098,117,Ankara,1
481,69,57601.01993730257,68,Bursa,0
482,78,46989.305774940745,106,Ankara,0
483,38,36409.46308246588,71,Ankara,0
484,49,64622.754270441954,86,Ankara,0
485,40,46468.149166929594,119,Istanbul,0
486,50,51531.9338130655,33,Bursa,0
487,20,58266.016182138614,81,Izmir,0
488,35,50583.1641188442,24,Izmir,0
489,42,50649.07542116435,61,Bursa,1
490,59,65457.10130653744,61,Ankara,0
491,48,52270.54211855565,98,Izmir,1
492,71,62941.954786857335,28,Izmir,0
493,75,58170.01166477585,58,Bursa,0
494,20,80253.31316280374,43,Izmir,0
495,57,56141.20126803695,41,Ankara,0
496,63,59569.59905226159,39,Bursa,0
497,41,66524.85070994552,86,Ankara,1
498,67,50954.26639925255,49,Izmir,1
499,49,40432.20354905839,17,Izmir,0
500,64,42887.816283148146,98,Ankara,0
501,39,43032.39611746268,70,Istanbul,1
502,40,35745.03547704923,110,Izmir,0
503,19,54767.07753802826,70,Istanbul,1
504,44,40557.25177926374,98,Izmir,1
505,59,52922.79231802771,65,Istanbul,1
506,19,47619.88334434046,74,Istanbul,0
507,43,49375.677600612275,85,Istanbul,0
508,34,58340.84971743284,5,Ankara,0
509,57,41871.51313417178,2,Istanbul,0
510,50,59583.3656890516,22,Istanbul,1
511,26,73509.61799958428,112,Istanbul,0
512,60,55146.63624427638,57,Izmir,0
513,71,38268.56472091297,66,Istanbul,1
514,65,40774.72982990305,74,Izmir,1
515,56,46276.056488223265,98,Istanbul,1
516,46,41076.64554395651,16,Istanbul,1
517,59,35132.29535584925,112,Ankara,0
518,72,52316.10915442538,51,Izmir,0
519,43,46682.04002411302,39,Istanbul,1
520,52,52845.81325337087,86,Izmir,0
521,67,67795.81118322932,76,Izmir,0
522,42,46454.70749113461,88,Bursa,0
523,41,32218.699929795333,111,Ankara,0
524,30,44016.61261619673,40,Ankara,1
525,77,61556.37825674964,38,Ankara,0
526,75,60151.55406075432,60,Bursa,0
527,24,57779.59471420351,59,Bursa,0
528,74,40629.39915256845,10,Ankara,0
529,53,61278.53927049048,99,Bursa,0
530,62,64653.48617055599,64,Bursa,0
531,37,39568.67555165036,115,Bursa,1
532,18,49376.44853686213,63,Ankara,0
533,25,80306.02945523168,49,Ankara,0
534,63,38901.885853049185,64,Ankara,0
535,33,24423.69996134413,32,Bursa,0
536,31,70743.56651697197,7,Ankara,0
537,29,67049.0715755684,21,Bursa,1
538,68,43145.49014633863,20,Istanbul,0
539,40,48305.1232719787,26,Bursa,1
540,32,31625.974247165715,68,Izmir,0
541,45,51334.284089145534,110,Ankara,0
542,51,67488.705730571,116,Ankara,0
543,19,41860.92737362583,86,Izmir,1
544,49,63156.52968179439,15,Bursa,0
545,40,56955.85786085648,104,Istanbul,0
546,39,58667.253363217096,85,Izmir,0
547,68,42735.362291204474,79,Izmir,0
548,42,44680.637255997586,86,Bursa,0
549,75,22298.413482928976,116,Ankara,0
550,79,41499.95881234841,92,Bursa,0
551,78,67452.28187046888,14,Izmir,0
552,39,36060.017088465895,27,Izmir,0
553,75,38295.47519214643,105,Ankara,1
554,75,59602.84735560686,40,Ankara,1
555,39,56041.5243798964,58,Ankara,1
556,66,60347.94874694451,28,Bursa,0
557,69,32551.69189864394,26,Ankara,0
558,59,88460.8692395052,113,Izmir,0
559,23,31763.699387491244,63,Izmir,0
560,32,52313.709706011025,66,Istanbul,0
561,71,47620.167561971204,25,Bursa,0
562,60,32200.37723952429,3,Istanbul,0
563,77,44446.858657801255,72,Izmir,0
564,54,50349.61401328805,44,Istanbul,1
565,50,40250.40182204795,97,Izmir,0
566,25,64058.35432302274,42,Istanbul,0
567,70,47575.613818062935,116,Ankara,0
568,77,29880.8799347257,99,Istanbul,0
569,61,28608.117009960544,6,Ankara,0
570,61,59092.476359171844,39,Ankara,1
571,22,27698.438259494957,52,Bursa,1
572,56,54746.39109573625,23,Ankara,0
573,21,56669.82778500439,89,Ankara,1
574,23,35069.669541139745,50,Istanbul,1
575,62,63361.071256623356,43,Izmir,1
576,49,24233.095643575518,19,Bursa,1
577,69,54446.88400997838,69,Ankara,0
578,47,49387.130996059874,51,Bursa,0
579,64,48215.0303640366,11,Istanbul,0
580,52,32331.550355291412,12,Ankara,0
581,72,35944.66993400111,74,Istanbul,1
582,57,74282.03037530897,8,Bursa,0
583,69,68227.3251330763,24,Istanbul,1
584,33,61131.268827856984,92,Bursa,1
585,30,64097.72155294532,41,Istanbul,1
586,67,62690.20317006903,36,Bursa,1
587,77,45149.65681570687,101,Izmir,0
588,59,50714.05327721527,85,Istanbul,0
589,47,27912.374329384867,72,Istanbul,0
590,36,48654.56559788711,55,Izmir,0
591,34,67751.2137430878,9,Izmir,0
592,73,40089.39127614297,47,Istanbul,0
593,36,65347.118070308396,15,Izmir,1
594,45,51373.78608040645,48,Ankara,0
595,75,29219.422014954016,110,Bursa,0
596,72,33390.207299805326,104,Bursa,0
597,43,63789.54304561632,82,Bursa,0
598,54,58287.861278875775,42,Ankara,0
599,43,51526.46109481438,60,Izmir,1
600,70,45889.52278628082,84,Izmir,0
601,79,53158.51966442878,70,Istanbul,1
602,40,63204.443738798735,12,Izmir,0
603,26,72137.79920730928,2,Istanbul,1
604,29,72855.26299160907,7,Ankara,0
605,70,55579.39851137747,80,Bursa,0
606,18,47421.02464453219,3,Bursa,0
607,75,52193.720117282835,109,Bursa,1
608,75,57831.8053588262,3,Izmir,0
609,18,57771.00415767637,27,Istanbul,0
610,64,69619.79955710158,114,Istanbul,1
611,51,81736.33582874983,107,Ankara,1
612,49,46921.180555788706,40,Izmir,0
613,79,82338.27363236694,102,Ankara,1
614,71,67583.5887013759,33,Istanbul,0
615,65,48487.65514722188,92,Istanbul,0
616,42,72478.4725829762,1,Bursa,0
617,57,75284.72452128747,119,Izmir,1
618,62,43095.5683370923,8,Istanbul,1
619,70,75983.22878728472,101,Bursa,0
620,18,66126.24231553945,32,Izmir,0
621,33,85528.38691968788,48,Ankara,0
622,78,43639.421270007515,107,Izmir,1
623,56,44698.59884396006,101,Izmir,1
624,22,19600.0680538499,4,Istanbul,0
625,39,58567.90880851943,94,Istanbul,1
626,46,55628.768834280774,70,Izmir,1
627,72,41555.094926965,110,Istanbul,0
628,20,48772.23902767913,118,Istanbul,0
629,29,30331.68484737327,19,Istanbul,0
630,43,67976.67429247529,32,Bursa,0
631,33,42654.50788207535,9,Bursa,0
632,68,96410.73523431427,12,Izmir,0
633,54,47365.980489334506,11,Istanbul,1
634,39,38605.717384275355,46,Bursa,0
635,74,43815.303218977075,119,Izmir,0
636,46,28820.58535183623,16,Istanbul,0
637,31,57234.07836054413,1,Ankara,0
638,45,43701.50450331317,63,Istanbul,0
639,22,66968.79185596606,109,Istanbul,0
640,64,45878.787572383735,119,Bursa,0
641,66,70766.6316752847,117,Izmir,0
642,47,61361.83623975561,21,Izmir,0
643,63,50428.95165077516,30,Bursa,0
644,79,73703.48881026232,13,Istanbul,1
645,69,64284.40191555814,34,Ankara,0
646,22,94193.19239994838,4,Istanbul,0
647,29,43858.17132532693,28,Istanbul,1
648,33,51149.24158187691,102,Ankara,0
649,43,73530.63516516394,95,Bursa,0
650,43,26846.932822473314,59,Izmir,1
651,65,69754.15344848843,119,Bursa,0
652,38,56589.54136522206,27,Bursa,0
653,56,36676.83866829128,69,Istanbul,1
654,53,29554.405121733176,25,Izmir,1
655,50,39912.65790304574,3,Izmir,1
656,79,15727.706415116423,97,Bursa,0
657,47,42656.908344627445,68,Ankara,0
